trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
555,07:35:00,07:35:00,358,2,,,,,
555,07:55:00,07:55:00,364,3,,,,,
555,08:25:00,08:25:00,20,4,,,,,
555,08:40:00,08:40:00,233,5,,,,,
555,09:00:00,09:00:00,363,6,,,,,
555,09:20:00,09:20:00,337,7,,,,,
555,10:00:00,10:00:00,271,8,,,,,
555,10:30:00,10:30:00,97,9,,,,,
555,11:00:00,11:00:00,382,10,,,,,
555,11:23:00,11:23:00,272,11,,,,,
555,11:45:00,11:45:00,372,12,,,,,
555,12:15:00,12:15:00,604,13,,,,,
554,07:00:00,07:00:00,332,1,Aéroport Montréal Pierre-Elliott Trudeau,,,,
554,07:10:00,07:10:00,555,2,Dorval,,,,
554,07:25:00,07:25:00,332,3,Aéroport Montréal Pierre-Elliott Trudeau,,,,
556,15:30:00,15:30:00,604,1,,,,,
556,16:10:00,16:10:00,372,2,,,,,
556,16:27:00,16:27:00,272,3,,,,,
556,16:55:00,16:55:00,382,4,,,,,
556,17:20:00,17:20:00,97,5,,,,,
556,18:00:00,18:00:00,271,6,,,,,
556,18:40:00,18:40:00,337,7,,,,,
556,19:00:00,19:00:00,363,8,,,,,
556,19:20:00,19:20:00,233,9,,,,,
556,19:35:00,19:35:00,20,10,,,,,
556,20:10:00,20:10:00,364,11,,,,,
556,20:30:00,20:30:00,358,12,,,,,
556,21:00:00,21:00:00,355,13,,,,,
551,09:45:00,09:45:00,646,1,,,,,
551,10:05:00,10:05:00,645,2,,,,,
551,10:40:00,10:40:00,644,3,,,,,
551,11:10:00,11:10:00,643,4,,,,,
550,16:30:00,16:30:00,643,1,,,,,
550,17:00:00,17:00:00,644,2,,,,,
550,17:35:00,17:35:00,645,3,,,,,
550,17:55:00,17:55:00,646,4,,,,,
553,18:30:00,18:30:00,646,1,,,,,
553,18:50:00,18:50:00,645,2,,,,,
553,19:25:00,19:25:00,644,3,,,,,
553,19:55:00,19:55:00,643,4,,,,,
552,14:30:00,14:30:00,646,1,,,,,
552,14:50:00,14:50:00,645,2,,,,,
552,15:25:00,15:25:00,644,3,,,,,
552,15:55:00,15:55:00,643,4,,,,,
489,12:15:00,12:15:00,119,1,,,,,
489,12:36:00,12:40:00,436,2,,,,,
489,12:54:00,12:58:00,600,3,,,,,
489,13:25:00,13:27:00,162,4,,,,,
489,13:54:00,13:55:00,282,5,,,,,
489,14:23:00,14:30:00,93,6,,,,,
489,15:35:00,15:39:00,601,7,,,,,
489,16:30:00,16:30:00,618,8,,,,,
488,08:40:00,08:40:00,119,1,,,,,
488,09:03:00,09:05:00,436,2,,,,,
488,09:18:00,09:20:00,600,3,,,,,
488,09:46:00,09:48:00,162,4,,,,,
488,10:19:00,10:20:00,282,5,,,,,
488,10:32:00,10:33:00,323,6,,,,,
488,10:55:00,11:00:00,93,7,,,,,
488,11:28:00,11:29:00,78,8,,,,,
488,12:07:00,12:08:00,601,9,,,,,
488,12:57:00,12:57:00,618,10,,,,,
487,17:20:00,17:20:00,617,1,,,,,
487,17:37:00,17:39:00,576,2,,,1,,
487,19:18:00,19:20:00,58,3,,,,,
487,21:10:00,21:12:00,367,4,,,,,
487,21:45:00,21:45:00,119,5,,,,,
486,12:28:00,12:28:00,617,1,,,,,
486,12:45:00,12:49:00,576,2,,,1,,
486,13:53:00,13:56:00,35,3,,,,,
486,14:20:00,14:22:00,200,4,,,,,
486,14:41:00,14:45:00,58,5,,,,,
486,15:25:00,15:28:00,415,6,,,,,
486,16:35:00,16:38:00,367,7,,,,,
486,16:55:00,16:58:00,450,8,,1,,,
486,17:15:00,17:15:00,119,9,,,,,
485,07:20:00,07:20:00,617,1,,,,,
485,07:37:00,07:40:00,576,2,,,1,,
485,09:10:00,09:13:00,58,3,,,,,
485,11:25:00,11:25:00,119,4,,,,,
484,06:40:00,06:40:00,617,1,,,,,
484,06:57:00,06:59:00,576,2,,,1,,
484,07:25:00,07:26:00,377,3,,,,,
484,07:52:00,07:55:00,35,4,,,,,
484,08:35:00,08:38:00,58,5,,,,,
484,09:17:00,09:19:00,415,6,,,,,
484,09:51:00,09:54:00,178,7,,,,,
484,10:28:00,10:29:00,367,8,,,,,
484,10:44:00,10:46:00,450,9,,1,,,
484,11:02:00,11:02:00,119,10,,,,,
483,06:20:00,06:20:00,226,1,,,,,
483,06:41:00,06:44:00,332,2,,,1,,
483,07:26:00,07:28:00,344,3,,,,,
483,07:54:00,07:55:00,419,4,,,,,
483,08:20:00,08:35:00,617,5,,,,,
483,08:52:00,08:55:00,576,6,,,,,
483,09:22:00,09:24:00,377,7,,,,,
483,09:51:00,09:53:00,35,8,,,,,
483,10:33:00,10:36:00,58,9,,,,,
483,11:44:00,11:46:00,178,10,,,,,
483,12:34:00,12:36:00,450,11,,1,,,
483,12:52:00,12:52:00,119,12,,,,,
482,05:30:00,05:30:00,617,1,,,,,
482,05:49:00,05:55:00,576,2,,,1,,
482,06:21:00,06:22:00,377,3,,,,,
482,06:49:00,06:51:00,35,4,,,,,
482,07:31:00,07:34:00,58,5,,,,,
482,08:13:00,08:16:00,415,6,,,,,
482,08:48:00,08:51:00,178,7,,,,,
482,09:25:00,09:27:00,367,8,,,,,
482,10:02:00,10:02:00,119,9,,,,,
481,18:47:00,18:47:00,119,1,,,,,
481,19:05:00,19:07:00,450,2,,,1,,
481,19:23:00,19:26:00,367,3,,,,,
481,19:51:00,19:53:00,9,4,,,,,
481,20:00:00,20:03:00,178,5,,,,,
481,20:27:00,20:29:00,413,6,,,,,
481,20:43:00,20:46:00,415,7,,,,,
481,21:03:00,21:04:00,309,8,,,,,
481,21:23:00,21:26:00,58,9,,,,,
481,21:47:00,21:48:00,200,10,,,,,
481,22:11:00,22:13:00,35,11,,,,,
481,22:41:00,22:43:00,377,12,,,,,
481,23:08:00,23:10:00,576,13,,1,,,
481,23:26:00,23:26:00,617,14,,,,,
433,09:06:00,09:06:00,226,1,,,,,
433,09:17:00,09:18:00,343,2,,,1,,
433,09:42:00,09:43:00,631,3,,,,,
433,10:10:00,10:12:00,630,4,,,,,
433,11:54:00,11:57:00,629,5,,1,,,
433,12:22:00,12:22:00,628,6,,,,,
472,08:50:00,08:50:00,226,1,,,,,
472,09:12:00,09:15:00,332,2,,,1,,
472,10:03:00,10:05:00,602,3,,,,,
472,10:49:00,10:51:00,35,4,,,,,
472,11:34:00,11:38:00,58,5,,,,,
472,12:20:00,12:21:00,415,6,,,,,
472,13:01:00,13:02:00,178,7,,,,,
472,13:38:00,13:40:00,367,8,,,,,
472,13:59:00,14:00:00,450,9,,1,,,
472,14:18:00,14:18:00,119,10,,,,,
473,11:00:00,11:00:00,226,1,,,,,
473,11:22:00,11:26:00,332,2,,,1,,
473,12:14:00,12:17:00,602,3,,,,,
473,13:41:00,13:45:00,58,4,,,,,
473,14:25:00,14:27:00,415,5,,,,,
473,15:02:00,15:04:00,178,6,,,,,
473,15:37:00,15:39:00,367,7,,,,,
473,15:58:00,16:00:00,450,8,,1,,,
473,16:18:00,16:18:00,119,9,,,,,
470,18:55:00,18:55:00,617,1,,,,,
470,19:21:00,19:22:00,419,2,,,,,
470,19:44:00,19:46:00,344,3,,,,,
470,20:35:00,20:37:00,332,4,,1,,,
470,20:57:00,20:57:00,226,5,,,,,
471,05:32:00,05:32:00,58,1,,,,,
471,05:53:00,05:55:00,309,2,,,,,
471,06:14:00,06:16:00,415,3,,,,,
471,06:27:00,06:28:00,413,4,,,,,
471,06:57:00,07:00:00,178,5,,,,,
471,07:08:00,07:10:00,9,6,,,,,
471,07:38:00,07:40:00,367,7,,,,,
471,07:59:00,08:01:00,450,8,,1,,,
471,08:25:00,08:25:00,119,9,,,,,
476,15:17:00,15:17:00,119,1,,,,,
476,15:37:00,15:37:00,450,2,,,1,,
476,15:53:00,15:56:00,367,3,,,,,
476,16:59:00,17:02:00,415,4,,,,,
476,17:37:00,17:41:00,58,5,,,,,
476,19:07:00,19:08:00,602,6,,,,,
476,19:53:00,19:57:00,332,7,,1,,,
476,20:18:00,20:18:00,226,8,,,,,
477,06:40:00,06:40:00,119,1,,,,,
477,06:57:00,07:00:00,450,2,,,1,,
477,07:15:00,07:19:00,367,3,,,,,
477,07:51:00,07:54:00,178,4,,,,,
477,08:26:00,08:29:00,415,5,,,,,
477,09:07:00,09:11:00,58,6,,,,,
477,10:06:00,10:08:00,35,7,,,,,
477,10:37:00,10:39:00,377,8,,,,,
477,11:08:00,11:12:00,576,9,,1,,,
477,11:29:00,11:29:00,617,10,,,,,
474,19:35:00,19:35:00,119,1,,,,,
474,20:06:00,20:07:00,367,2,,,,,
474,20:33:00,20:34:00,9,3,,,,,
474,20:41:00,20:42:00,178,4,,,,,
474,21:18:00,21:19:00,415,5,,,,,
474,21:56:00,21:56:00,58,6,,,,,
475,11:32:00,11:32:00,119,1,,,,,
475,11:51:00,11:52:00,450,2,,,1,,
475,12:10:00,12:11:00,367,3,,,,,
475,12:45:00,12:48:00,178,4,,,,,
475,13:25:00,13:29:00,415,5,,,,,
475,14:06:00,14:11:00,58,6,,,,,
475,14:57:00,15:00:00,35,7,,,,,
475,15:47:00,15:49:00,602,8,,,,,
475,16:38:00,16:41:00,332,9,,1,,,
475,17:01:00,17:01:00,226,10,,,,,
478,14:20:00,14:20:00,119,1,,,,,
478,14:34:00,14:35:00,450,2,,,1,,
478,14:51:00,14:54:00,367,3,,,,,
478,15:17:00,15:18:00,9,4,,,,,
478,15:23:00,15:24:00,178,5,,,,,
478,15:45:00,15:46:00,413,6,,,,,
478,15:57:00,15:58:00,415,7,,,,,
478,16:13:00,16:14:00,309,8,,,,,
478,16:32:00,16:36:00,58,9,,,,,
478,16:56:00,16:57:00,200,10,,,,,
478,17:18:00,17:20:00,35,11,,,,,
478,17:48:00,17:50:00,377,12,,,,,
478,18:20:00,18:24:00,576,13,,1,,,
478,18:46:00,18:46:00,617,14,,,,,
479,15:32:00,15:32:00,119,1,,,,,
479,15:51:00,15:52:00,450,2,,,1,,
479,16:07:00,16:10:00,367,3,,,,,
479,16:41:00,16:43:00,178,4,,,,,
479,17:52:00,17:55:00,58,5,,,,,
479,18:38:00,18:40:00,35,6,,,,,
479,19:50:00,19:52:00,576,7,,1,,,
479,20:14:00,20:14:00,617,8,,,,,
